system:index,GRD_Post_Processing_facility_country,GRD_Post_Processing_facility_name,GRD_Post_Processing_facility_org,GRD_Post_Processing_facility_site,GRD_Post_Processing_software_name,GRD_Post_Processing_software_version,GRD_Post_Processing_start,GRD_Post_Processing_stop,S1TBX_Calibration_vers,S1TBX_SAR_Processing_vers,SLC_Processing_facility_country,SLC_Processing_facility_name,SLC_Processing_facility_org,SLC_Processing_facility_site,SLC_Processing_software_name,SLC_Processing_software_version,SLC_Processing_start,SLC_Processing_stop,SNAP_Graph_Processing_Framework_GPF_vers,cycleNumber,familyName,instrument,instrumentConfigurationID,instrumentMode,instrumentSwath,missionDataTakeID,nssdcIdentifier,orbitNumber_start,orbitNumber_stop,orbitProperties_ascendingNodeTime,orbitProperties_pass,phaseIdentifier,platformHeading,platform_number,productClass,productClassDescription,productComposition,productTimelinessCategory,productType,relativeOrbitNumber_start,relativeOrbitNumber_stop,resolution,resolution_meters,segmentStartTime,sliceNumber,sliceProductFlag,startTimeANX,stopTimeANX,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,totalSlices,transmitterReceiverPolarisation,.geo
S1A_IW_GRDH_1SDV_20230610T124925_20230610T124954_048924_05E227_C148,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686409296218E12,1.686409854E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686409431E12,1.686409741E12,8.0.3,294.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,385575.0,2014-016A,48924.0,48924.0,1.686401287503E12,ASCENDING,1.0,-11.98081346067619,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.686401365905E12,1.0,true,78064.54,107101.1,4545408225,"[VV, VH, angle]",<Element>,"LinearRing(80.2910799331666,6.754118936327105, 80.29818725331789,6.719666140087742, 80.42032405627134,6.129592591413031, 80.54213424467757,5.539453107954281, 80.56889693463131,5.409678230686066, 80.57023030668981,5.409679201273466, 81.32651114957224,5.566869934274709, 82.09304760614549,5.790903427821421, 82.76824858667905,5.9896491982253055, 82.68569618561206,6.398631215786794, 82.60388558407,6.803709428625883, 82.52201403176272,7.208799484349815, 82.43902524266916,7.619055601273377, 80.61670894102818,7.249053900893064, 80.21025410707692,7.165424130819448, 80.21086710066415,7.1594065616008224, 80.21444581588497,7.132273347452753, 80.23581496724556,7.023764273241976, 80.24785983509709,6.964899116597693, 80.2910799331666,6.754118936327105)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230610T124925_20230610T124954_048924_05E227_C148,1.686401365E12,1.686401365E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[80.2910799331666,6.754118936327105],[80.29818725331789,6.719666140087742],[80.42032405627134,6.129592591413032],[80.54213424467757,5.539453107954281],[80.56889693463131,5.409678230686066],[80.57023030668981,5.409679201273466],[81.32651114957224,5.566869934274709],[82.09304760614549,5.790903427821421],[82.76824858667905,5.9896491982253055],[82.68569618561206,6.398631215786793],[82.60388558407,6.803709428625882],[82.52201403176274,7.208799484349815],[82.43902524266916,7.619055601273377],[80.61670894102818,7.249053900893064],[80.21025410707692,7.165424130819448],[80.21086710066415,7.1594065616008224],[80.21444581588497,7.132273347452753],[80.23581496724556,7.023764273241976],[80.24785983509709,6.964899116597692],[80.2910799331666,6.754118936327105]]]}"
S1A_IW_GRDH_1SDV_20230610T124954_20230610T125019_048924_05E227_C731,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.68640929311E12,1.686409832E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.68640943E12,1.686409736E12,8.0.3,294.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,385575.0,2014-016A,48924.0,48924.0,1.686401287503E12,ASCENDING,1.0,-11.99374589037066,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.686401365905E12,2.0,true,107102.6,132100.6,4056148104,"[VV, VH, angle]",<Element>,"LinearRing(82.43879276670984,7.620008229920587, 82.4361171702614,7.633590367393902, 82.36219765198075,8.003061762015419, 82.28819887148259,8.372535777432732, 82.21411154695517,8.74201026439412, 82.13680138026302,9.127029309372698, 82.13578235779883,9.127032481099413, 82.11665270223207,9.123291763848458, 80.54166541962807,8.80828329987283, 79.89518318388299,8.676893007772179, 79.91698108528797,8.57077731809202, 79.98835075604765,8.225163478322301, 80.04565150131998,7.947733878076238, 80.17182554280977,7.3356590810730395, 80.18765699938268,7.259903946538281, 80.20464520668527,7.18015263807741, 80.20710659385207,7.172279522195953, 80.21012464757817,7.165154833681239, 80.2186776586906,7.166878531697229, 81.65120756344348,7.4598130343853795, 82.43878846771605,7.6187250238533295, 82.43879276670984,7.620008229920587)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230610T124954_20230610T125019_048924_05E227_C731,1.686401394E12,1.686401394E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[82.43879276670984,7.620008229920587],[82.4361171702614,7.633590367393902],[82.36219765198075,8.00306176201542],[82.28819887148259,8.372535777432732],[82.21411154695517,8.742010264394118],[82.13680138026302,9.1270293093727],[82.13578235779883,9.127032481099414],[82.11665270223207,9.123291763848458],[80.54166541962807,8.80828329987283],[79.89518318388299,8.67689300777218],[79.91698108528797,8.57077731809202],[79.98835075604765,8.225163478322301],[80.04565150131998,7.94773387807624],[80.17182554280977,7.335659081073041],[80.1876569993827,7.259903946538281],[80.20464520668527,7.18015263807741],[80.20710659385207,7.172279522195953],[80.21012464757818,7.165154833681237],[80.2186776586906,7.166878531697227],[81.65120756344348,7.4598130343853795],[82.43878846771605,7.6187250238533295],[82.43879276670984,7.620008229920587]]]}"
S1A_IW_GRDH_1SDV_20230610T125019_20230610T125039_048924_05E227_8FCF,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686409257368E12,1.68640965E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686409354E12,1.686409569E12,8.0.3,294.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,385575.0,2014-016A,48924.0,48924.0,1.686401287503E12,ASCENDING,1.0,-12.00701060109256,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.686401365905E12,3.0,true,132102.1,152000.2,3035726062,"[VV, VH, angle]",<Element>,"LinearRing(79.78721452982549,9.20246018152257, 79.8047003818208,9.117332256963577, 79.84068107097696,8.942156659694373, 79.87148371193128,8.792242980832658, 79.88945344068982,8.704779156007831, 79.89519266608438,8.676945207457198, 79.89684699557431,8.676950066964858, 81.71904221387516,9.04417012307937, 82.13107048668105,9.12585780211352, 82.13681192494789,9.12704034359359, 82.01751862219874,9.726582245624158, 81.89827258398405,10.324267350643447, 81.89655165574776,10.324272139154552, 81.88859576982908,10.32375085055528, 81.57585875223013,10.262598215862958, 81.18680073001096,10.185996090071184, 79.67369073606302,9.75636322151707, 79.67369424723961,9.755472758042, 79.67899416903683,9.729442454156507, 79.7636047692908,9.31740633789641, 79.78721452982549,9.20246018152257)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230610T125019_20230610T125039_048924_05E227_8FCF,1.686401419E12,1.686401419E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[79.78721452982549,9.20246018152257],[79.8047003818208,9.117332256963577],[79.84068107097696,8.942156659694373],[79.87148371193128,8.79224298083266],[79.88945344068982,8.704779156007831],[79.89519266608438,8.676945207457198],[79.89684699557431,8.676950066964858],[81.71904221387516,9.044170123079372],[82.13107048668105,9.125857802113519],[82.13681192494789,9.12704034359359],[82.01751862219874,9.726582245624158],[81.89827258398405,10.324267350643447],[81.89655165574776,10.324272139154553],[81.88859576982908,10.32375085055528],[81.57585875223013,10.262598215862957],[81.18680073001096,10.185996090071182],[79.67369073606302,9.75636322151707],[79.67369424723961,9.755472758042002],[79.67899416903683,9.729442454156505],[79.7636047692908,9.31740633789641],[79.78721452982549,9.20246018152257]]]}"
S1A_IW_GRDH_1SDV_20230615T003247_20230615T003312_048989_05E428_E8B7,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686801574897E12,1.686802208E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686801759E12,1.686802096E12,8.0.3,294.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386088.0,2014-016A,48989.0,48989.0,1.686786385102E12,DESCENDING,1.0,-167.9736355757413,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,92.0,92.0,H,10.0,1.686788688407E12,20.0,true,2782006.0,2807004.0,4069012482,"[VV, VH, angle]",<Element>,"LinearRing(80.07317332081908,9.80106096029877, 80.0757303819197,9.812438055064154, 80.11059790413915,9.982320834094528, 80.15381813070174,10.192861817024964, 80.21261728287023,10.479366430680031, 80.27052328103451,10.761460896200262, 80.31600351612974,10.98305377105809, 80.35086601942464,11.152853988373241, 80.38285635891712,11.308675524121337, 80.38284574130539,11.313625093523084, 79.25850573482248,11.536585628657908, 78.69867610831295,11.645808734901323, 78.120780735938,11.757279397769468, 78.11194758973474,11.716123415751982, 78.04372916189108,11.371150948584352, 77.97557286584255,11.026197436642192, 77.90747090396398,10.681263849893448, 77.8394158047144,10.336351876960606, 77.82233896261856,10.248738798333218, 78.8729005651176,10.041845101097692, 80.07317332081908,9.80106096029877)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230615T003247_20230615T003312_048989_05E428_E8B7,1.686789167E12,1.686789167E12,1737557846709789,22.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[80.07317332081908,9.80106096029877],[80.0757303819197,9.812438055064154],[80.11059790413915,9.98232083409453],[80.15381813070174,10.192861817024964],[80.21261728287023,10.479366430680033],[80.27052328103451,10.761460896200264],[80.31600351612974,10.98305377105809],[80.35086601942464,11.152853988373241],[80.38285635891712,11.308675524121337],[80.38284574130539,11.313625093523084],[79.25850573482248,11.536585628657907],[78.69867610831295,11.645808734901319],[78.120780735938,11.757279397769468],[78.11194758973474,11.716123415751982],[78.04372916189108,11.37115094858435],[77.97557286584255,11.026197436642194],[77.90747090396398,10.681263849893448],[77.8394158047144,10.336351876960606],[77.82233896261856,10.248738798333218],[78.8729005651176,10.04184510109769],[80.07317332081908,9.80106096029877]]]}"
S1A_IW_GRDH_1SDV_20230615T003312_20230615T003337_048989_05E428_B880,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686801556621E12,1.68680215E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686801715E12,1.686802041E12,8.0.3,294.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386088.0,2014-016A,48989.0,48989.0,1.686786385102E12,DESCENDING,1.0,-167.9928202035461,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,92.0,92.0,H,10.0,1.686788688407E12,21.0,true,2807006.0,2832004.0,4058398339,"[VV, VH, angle]",<Element>,"LinearRing(77.57236671788253,8.99085468397096, 77.5234101094706,8.740094092954605, 78.49429019934323,8.5461045603743, 79.76257137571126,8.288721142323881, 79.78987395059914,8.420188393394215, 79.83797359618201,8.654443519362175, 79.87385350203215,8.829149658585614, 79.9188537194698,9.04827618744703, 79.95991597323275,9.248277631905497, 80.01348319462593,9.509187094298882, 80.04348933625221,9.655373301880967, 80.07327937280009,9.801319979376009, 78.94853781014598,10.0271697065735, 78.38852607183543,10.138033558593522, 77.82254523442414,10.248979291931654, 77.82223984032723,10.247716589163767, 77.80080987722717,10.147529695091896, 77.75387658108401,9.918136057603775, 77.71744169457602,9.733827528283772, 77.62071675479703,9.238497639231005, 77.57236671788253,8.99085468397096)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230615T003312_20230615T003337_048989_05E428_B880,1.686789192E12,1.686789192E12,1737557846709789,22.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[77.57236671788253,8.99085468397096],[77.5234101094706,8.740094092954605],[78.49429019934323,8.546104560374301],[79.76257137571126,8.28872114232388],[79.78987395059914,8.420188393394216],[79.83797359618201,8.654443519362175],[79.87385350203215,8.829149658585616],[79.9188537194698,9.04827618744703],[79.95991597323275,9.248277631905497],[80.01348319462593,9.509187094298882],[80.04348933625221,9.655373301880967],[80.07327937280009,9.801319979376009],[78.94853781014598,10.027169706573499],[78.38852607183543,10.138033558593522],[77.82254523442414,10.248979291931652],[77.82223984032723,10.247716589163767],[77.80080987722717,10.147529695091896],[77.75387658108401,9.918136057603775],[77.71744169457602,9.733827528283772],[77.62071675479703,9.238497639231007],[77.57236671788253,8.99085468397096]]]}"
S1A_IW_GRDH_1SDV_20230615T003337_20230615T003356_048989_05E428_9D61,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686801515978E12,1.686801946E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.686801645E12,1.686801868E12,8.0.3,294.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386088.0,2014-016A,48989.0,48989.0,1.686786385102E12,DESCENDING,1.0,-168.0070508856942,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,92.0,92.0,H,10.0,1.686788688407E12,22.0,true,2832006.0,2851360.0,2957789358,"[VV, VH, angle]",<Element>,"LinearRing(77.41384057818946,8.247188163450474, 77.37282678826614,8.023850111518675, 77.33180506074942,7.800526056897505, 77.2906289759579,7.576430052056588, 77.29108965738227,7.574655875248971, 77.99456850395283,7.432737136114301, 78.7706475788594,7.338144577101021, 79.54749863374002,7.242021815286202, 79.59708309286816,7.483225074280573, 79.66180924237689,7.798218177022566, 79.69399220526616,7.954817607193219, 79.7320304232503,8.1400044866644, 79.7626380217886,8.288992109275995, 78.64393289199279,8.516343756163161, 78.0860692423014,8.628353455254905, 77.52380293439172,8.74030041475633, 77.52340512259764,8.739897283971747, 77.4600738688721,8.49415680454698, 77.4548484622212,8.470541331863098, 77.41384057818946,8.247188163450474)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230615T003337_20230615T003356_048989_05E428_9D61,1.686789217E12,1.686789217E12,1737557846709789,22.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[77.41384057818946,8.247188163450474],[77.37282678826614,8.023850111518676],[77.33180506074942,7.800526056897505],[77.2906289759579,7.576430052056586],[77.29108965738227,7.574655875248971],[77.99456850395283,7.432737136114301],[78.7706475788594,7.338144577101021],[79.54749863374002,7.242021815286204],[79.59708309286816,7.483225074280575],[79.66180924237689,7.798218177022567],[79.69399220526616,7.954817607193219],[79.7320304232503,8.1400044866644],[79.7626380217886,8.288992109275995],[78.64393289199279,8.516343756163163],[78.0860692423014,8.628353455254905],[77.52380293439172,8.74030041475633],[77.52340512259764,8.739897283971747],[77.4600738688721,8.494156804546982],[77.4548484622212,8.470541331863098],[77.41384057818946,8.247188163450474]]]}"
S1A_IW_GRDH_1SDV_20230622T002455_20230622T002524_049091_05E740_2DC0,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687406024638E12,1.687406609E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687406175E12,1.687406487E12,8.0.3,295.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386880.0,2014-016A,49091.0,49091.0,1.687390691422E12,DESCENDING,1.0,-167.9938862293697,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,19.0,19.0,H,10.0,1.687393496E12,1.0,true,2804269.0,2833277.0,4523356997,"[VV, VH, angle]",<Element>,"LinearRing(81.46747799116034,10.105315604907583, 81.40177506826797,10.118426755802302, 80.60042408147127,10.21203809115633, 79.89237162333352,10.29073970063992, 79.89205109698598,10.290099385852844, 79.81121716237494,9.885796422378686, 79.73052638010884,9.481499406159617, 79.64996421280368,9.077199362404457, 79.56756886020078,8.663090922214932, 79.5684181021335,8.662672328733825, 80.3401224995644,8.508571019093655, 81.80538131599796,8.211423552385945, 81.86044468921287,8.478446972793861, 81.89939443932735,8.668015065661232, 81.94302847260013,8.880471180892288, 81.99119504643224,9.115003042942734, 82.03375648796029,9.322354289991496, 82.06434869384869,9.47137123948475, 82.09624702661849,9.626786094085158, 82.16561101756916,9.964875875629845, 81.46747799116034,10.105315604907583)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230622T002455_20230622T002524_049091_05E740_2DC0,1.687393495E12,1.687393495E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[81.46747799116034,10.105315604907583],[81.40177506826797,10.1184267558023],[80.60042408147127,10.21203809115633],[79.89237162333352,10.290739700639918],[79.892051096986,10.290099385852844],[79.81121716237494,9.885796422378686],[79.73052638010886,9.481499406159617],[79.64996421280368,9.077199362404457],[79.56756886020078,8.663090922214932],[79.5684181021335,8.662672328733825],[80.3401224995644,8.508571019093656],[81.80538131599796,8.211423552385945],[81.86044468921287,8.478446972793861],[81.89939443932735,8.668015065661232],[81.94302847260013,8.880471180892288],[81.99119504643224,9.115003042942735],[82.03375648796029,9.322354289991496],[82.06434869384869,9.47137123948475],[82.09624702661849,9.626786094085158],[82.16561101756918,9.964875875629845],[81.46747799116034,10.105315604907583]]]}"
S1A_IW_GRDH_1SDV_20230622T002524_20230622T002549_049091_05E740_6A0D,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687406017082E12,1.687406578E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.68740616E12,1.687406475E12,8.0.3,295.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386880.0,2014-016A,49091.0,49091.0,1.687390691422E12,DESCENDING,1.0,-168.0094456918569,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,19.0,19.0,H,10.0,1.687393496E12,2.0,true,2833278.0,2858277.0,4067760908,"[VV, VH, angle]",<Element>,"LinearRing(81.78728363728443,8.12332437817285, 81.80544070438059,8.21167900165812, 81.79200736280826,8.214444253977998, 81.49449946099712,8.275243074411014, 79.56756045776743,8.663127770035043, 79.49269495928323,8.290879353002943, 79.41809675143858,7.919567413216568, 79.34356889063572,7.548262049638291, 79.26462676723094,7.15463284739828, 79.2684443066345,7.153800533101011, 80.24910748042113,6.954826719686582, 81.49126809679063,6.699629580459177, 81.49252864516181,6.703397721661486, 81.49498359250236,6.714255112028971, 81.50889585199882,6.779913410734519, 81.55066115093972,6.979052167636097, 81.60094566769662,7.219690129595124, 81.65184514698542,7.4657418623142915, 81.69029549234845,7.651471059912212, 81.71872195789702,7.789754490017958, 81.7524224714665,7.953708965332444, 81.78728363728443,8.12332437817285)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230622T002524_20230622T002549_049091_05E740_6A0D,1.687393524E12,1.687393524E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[81.78728363728443,8.123324378172848],[81.80544070438059,8.21167900165812],[81.79200736280826,8.214444253977998],[81.49449946099712,8.275243074411014],[79.56756045776743,8.663127770035043],[79.49269495928323,8.290879353002943],[79.41809675143858,7.919567413216568],[79.34356889063572,7.548262049638291],[79.26462676723094,7.15463284739828],[79.26844430663452,7.153800533101011],[80.24910748042113,6.954826719686582],[81.49126809679063,6.6996295804591774],[81.49252864516181,6.703397721661486],[81.49498359250236,6.714255112028971],[81.50889585199882,6.779913410734519],[81.55066115093972,6.979052167636096],[81.60094566769662,7.219690129595126],[81.65184514698542,7.4657418623142915],[81.69029549234845,7.651471059912212],[81.71872195789702,7.789754490017958],[81.7524224714665,7.953708965332444],[81.78728363728443,8.123324378172848]]]}"
S1A_IW_GRDH_1SDV_20230622T002549_20230622T002615_049091_05E740_852C,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.68740599998E12,1.68740648E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687406117E12,1.687406387E12,8.0.3,295.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386880.0,2014-016A,49091.0,49091.0,1.687390691422E12,DESCENDING,1.0,-168.0211622629693,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,19.0,19.0,H,10.0,1.687393496E12,3.0,true,2858279.0,2883724.0,3943908753,"[VV, VH, angle]",<Element>,"LinearRing(81.49041881254516,6.692054356578778, 81.49140572031276,6.699884890723064, 80.96006720932148,6.809480527926097, 80.11499295040973,6.982470881174375, 79.26468164868741,7.154835672273967, 79.11021568133376,6.392215516127806, 79.0336691004437,6.014036632969899, 78.95474981184977,5.624022926260257, 78.9547564570577,5.62209721276615, 78.9648482754844,5.619377729799989, 79.65520274723525,5.477508968797652, 81.20074126000749,5.284010430922392, 81.23807807473656,5.458527428648782, 81.31219612433509,5.818310172097254, 81.35801841687201,6.040779773185206, 81.40294318181881,6.259038828897942, 81.43819249214258,6.432237277459469, 81.47800438447263,6.628206631525881, 81.48819173093428,6.679509807030635, 81.49041881254516,6.692054356578778)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230622T002549_20230622T002615_049091_05E740_852C,1.687393549E12,1.687393549E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[81.49041881254516,6.692054356578778],[81.49140572031276,6.699884890723065],[80.96006720932148,6.809480527926098],[80.11499295040973,6.982470881174375],[79.26468164868741,7.154835672273967],[79.11021568133376,6.392215516127806],[79.0336691004437,6.014036632969899],[78.95474981184977,5.624022926260257],[78.9547564570577,5.62209721276615],[78.9648482754844,5.619377729799989],[79.65520274723525,5.477508968797652],[81.20074126000749,5.284010430922392],[81.23807807473656,5.458527428648782],[81.3121961243351,5.818310172097253],[81.35801841687201,6.040779773185205],[81.40294318181881,6.259038828897942],[81.43819249214258,6.4322372774594685],[81.47800438447263,6.628206631525882],[81.48819173093428,6.679509807030635],[81.49041881254516,6.692054356578778]]]}"
S1A_IW_GRDH_1SDV_20230622T124926_20230622T124955_049099_05E776_A5F0,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687445584636E12,1.687446153E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687445729E12,1.687446032E12,8.0.3,295.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386934.0,2014-016A,49099.0,49099.0,1.687438088023E12,ASCENDING,1.0,-11.9803278678921,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.687438166424E12,1.0,true,78064.6,107101.2,4540575641,"[VV, VH, angle]",<Element>,"LinearRing(80.56955713998563,5.409910598833959, 80.57083609268881,5.4099115099090715, 81.32697662508903,5.567067768117808, 82.09460010437141,5.790589558775897, 82.76896841099531,5.989330637638185, 82.76713135869826,5.998682996136658, 82.68570294044042,6.402118249854379, 82.60422628725809,6.805567820498646, 82.5226892314792,7.209029079322668, 82.4398009560651,7.618815118154122, 82.43879590828205,7.618818447571783, 80.61860157076248,7.2492648526391275, 80.21155737280453,7.165518836411588, 80.2107440256603,7.16511092207184, 80.21491519884391,7.133048786761128, 80.23628431736712,7.024539614701323, 80.29318891038274,6.747298438471841, 80.41465965684964,6.160483622170736, 80.54749604026046,5.516892764510649, 80.56955713998563,5.409910598833959)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230622T124926_20230622T124955_049099_05E776_A5F0,1.687438166E12,1.687438166E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[80.56955713998563,5.409910598833959],[80.57083609268881,5.4099115099090715],[81.32697662508903,5.567067768117809],[82.09460010437141,5.790589558775898],[82.76896841099531,5.989330637638185],[82.76713135869826,5.998682996136659],[82.68570294044042,6.40211824985438],[82.60422628725809,6.805567820498646],[82.5226892314792,7.209029079322668],[82.4398009560651,7.61881511815412],[82.43879590828205,7.618818447571783],[80.61860157076248,7.2492648526391275],[80.21155737280453,7.165518836411588],[80.2107440256603,7.16511092207184],[80.21491519884391,7.133048786761129],[80.23628431736714,7.024539614701323],[80.29318891038274,6.747298438471841],[80.41465965684964,6.160483622170736],[80.54749604026046,5.516892764510649],[80.56955713998563,5.409910598833959]]]}"
S1A_IW_GRDH_1SDV_20230622T124955_20230622T125020_049099_05E776_7DD3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687445585852E12,1.687446115E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.687445709E12,1.687446018E12,8.0.3,295.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,386934.0,2014-016A,49099.0,49099.0,1.687438088023E12,ASCENDING,1.0,-11.99325953829856,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.687438166424E12,2.0,true,107102.6,132100.6,4057518396,"[VV, VH, angle]",<Element>,"LinearRing(80.63437869893421,8.826845837806262, 80.31808721872514,8.76280122678567, 79.89598463985112,8.676880421866366, 79.90295269320943,8.642724252657318, 79.91788123915053,8.5700550162232, 79.98992789018234,8.221060447775619, 80.04640075046588,7.947698463471801, 80.17305275905188,7.3333760372479855, 80.18860576330884,7.258998424749691, 80.19607784704414,7.22379204618666, 80.20429697896776,7.1852729874397365, 80.20666942767556,7.175864346000723, 80.2105648601397,7.165029750210506, 81.72103378242215,7.4737778184060195, 82.43978433904078,7.618734099357891, 82.43740037482657,7.630836115698774, 82.36261196740546,8.004651009684649, 82.28774244106971,8.378468587848761, 82.21278211130601,8.752286715792295, 82.13749657886137,9.12722101396709, 80.63437869893421,8.826845837806262)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230622T124955_20230622T125020_049099_05E776_7DD3,1.687438195E12,1.687438195E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[80.63437869893421,8.826845837806262],[80.31808721872514,8.762801226785669],[79.89598463985112,8.676880421866368],[79.90295269320943,8.642724252657318],[79.91788123915053,8.5700550162232],[79.98992789018234,8.22106044777562],[80.04640075046588,7.947698463471803],[80.17305275905188,7.3333760372479855],[80.18860576330884,7.258998424749691],[80.19607784704414,7.223792046186661],[80.20429697896776,7.1852729874397365],[80.20666942767556,7.175864346000724],[80.2105648601397,7.165029750210505],[81.72103378242215,7.4737778184060195],[82.43978433904078,7.618734099357889],[82.43740037482658,7.630836115698773],[82.36261196740546,8.004651009684649],[82.28774244106971,8.378468587848761],[82.21278211130601,8.752286715792295],[82.13749657886137,9.127221013967088],[80.63437869893421,8.826845837806262]]]}"
